,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
2365,47.0,0.644,0.432,7.0,-5.722,1,0.0323,0.758,0.00139,0.109,0.472,93.966,192600.0,4,1
4164,39.0,0.243,0.69,6.0,-10.783,1,0.0497,0.000521,0.000833,0.125,0.114,151.665,358813.0,4,10
13313,54.0,0.557,0.0593,10.0,-23.714,1,0.0383,0.827,0.772,0.108,0.15,117.939,3.831416667,4,7
7217,63.0,0.7,0.402,5.0,-9.93,0,0.278,0.0498,1.04e-06,0.16,0.499,77.871,300600.0,4,5
2121,38.0,0.421,0.716,5.0,-5.548,1,0.0367,0.00184,0.00137,0.112,0.767,78.66,214224.0,4,6
11320,38.0,0.277,0.571,2.0,-7.954,0,0.0397,0.00664,0.359,0.326,0.157,119.821,532352.0,4,8
3537,51.0,0.644,0.842,7.0,-4.551,1,0.036,0.0296,0.000386,0.264,0.551,105.138,212280.0,4,6
5682,41.0,0.684,0.864,1.0,-5.081,0,0.227,0.0668,,0.358,0.657,100.624,226067.0,4,5
15232,22.0,0.639,0.413,4.0,-10.25,0,0.0382,0.467,,0.227,0.22,111.941,203627.0,4,9
5924,28.0,0.768,0.69,9.0,-12.43,1,0.0613,0.0129,0.92,0.346,0.102,141.029,295688.0,4,6
1699,65.0,0.673,0.808,9.0,-6.183,1,0.0491,0.0121,0.878,0.037,0.303,130.041,336280.0,4,1
5411,24.0,0.5,0.245,1.0,-10.208,1,0.03,0.929,1.5e-06,0.108,0.507,83.957,4.108216667,3,3
16943,63.0,0.547,0.693,6.0,-6.404,1,0.0264,0.0224,,0.523,0.716,79.963,181868.0,4,10
6893,55.0,0.571,0.858,2.0,-7.066,1,0.0326,0.0551,0.665,0.0943,0.716,92.523,191267.0,3,10
3437,45.0,0.343,0.718,9.0,-7.632,0,0.0918,0.0585,3.49e-05,0.157,0.452,77.772,232040.0,4,1
2196,80.0,0.332,0.737,10.0,-8.572,0,0.0349,0.00696,,0.0519,0.761,183.333,144616.0,4,9
1509,45.0,0.542,0.493,11.0,-8.022,1,0.0254,0.861,5.72e-05,0.151,0.273,101.022,196211.0,4,9
11562,59.0,0.14,0.641,,-10.435,1,0.0422,0.000243,0.837,0.108,0.352,170.207,256573.0,4,10
271,69.0,0.55,0.765,7.0,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0,4,10
17155,61.0,0.395,0.764,10.0,-6.258,0,0.0419,0.000316,0.00131,0.111,0.325,141.423,169947.0,4,10
15862,29.0,0.363,0.683,11.0,-7.064,0,0.032,0.0118,0.000162,0.109,0.578,144.776,174041.0,4,6
1776,78.0,0.792,0.707,7.0,-5.218,0,0.0623,0.116,,0.12,0.408,134.997,224042.0,4,5
8429,67.0,0.605,0.7,4.0,-6.47,1,0.0277,0.00998,,0.116,0.588,84.962,170720.0,4,10
5487,41.0,0.488,0.621,4.0,-12.605,0,0.0296,0.0728,0.934,0.0847,0.557,98.091,149388.0,4,8
11623,40.0,0.152,0.0625,5.0,-23.396,1,0.0358,0.619,0.904,0.0802,0.0355,85.971,286962.0,3,1
12518,78.0,0.39,0.534,,-9.575,1,0.0709,0.0807,,0.184,0.244,92.047,3.31275,4,9
12677,48.0,0.677,0.87,11.0,-4.569,0,0.0356,0.199,,0.304,0.737,94.984,149050.0,4,9
17344,14.0,0.709,0.587,8.0,-6.156,1,0.133,0.414,,0.0998,0.613,81.975,163970.0,4,5
15890,16.0,0.445,0.975,5.0,-4.149,1,0.0517,9.96e-05,0.018,0.297,0.136,109.401,219037.0,4,8
10530,65.0,0.252,0.8,,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,335333.0,4,6
16067,31.0,0.503,0.541,2.0,-15.489,1,0.0335,7.82e-05,0.818,0.262,0.613,121.503,238227.0,3,6
11723,63.0,0.348,0.88,2.0,-7.366,1,0.0978,0.128,,0.357,0.606,101.185,278779.0,4,9
1257,9.0,0.806,0.427,9.0,-7.701,0,0.209,0.948,0.00097,0.112,0.878,103.606,3.254,4,3
15656,45.0,0.504,0.938,8.0,-2.696,0,0.0583,0.00743,,0.0741,0.612,145.91,220527.0,4,1
6333,15.0,0.593,0.849,4.0,-5.265,0,0.0392,0.0369,0.862,0.104,0.636,121.797,402800.0,4,10
1356,55.0,0.684,0.495,5.0,-8.282,0,0.0297,0.223,,0.154,0.19,99.991,184710.0,4,9
4056,37.0,0.355,0.949,9.0,-5.356,1,0.0578,2.37e-05,1.34e-05,0.0728,0.792,83.704,154680.0,4,10
15025,47.0,0.79,0.768,,-6.319,1,0.135,0.132,0.00123,0.133,0.678,123.997,153871.0,4,9
14988,31.0,0.824,0.597,2.0,-8.071,0,0.0387,0.681,6.34e-06,0.266,0.722,123.036,234146.0,4,9
16513,57.0,0.468,0.839,9.0,-7.39,1,0.0365,0.459,0.461,0.151,0.935,151.842,242027.0,4,1
1614,37.0,0.284,0.951,4.0,-5.134,1,0.0992,0.000189,0.85,0.369,0.181,104.722,257916.0,3,8
16120,42.0,0.0697,0.816,9.0,-6.41,1,0.0803,8.74e-06,0.833,0.303,0.0387,179.783,381853.0,4,8
12292,65.0,0.653,0.598,11.0,-6.928,1,0.113,0.0596,,0.253,0.137,82.911,191937.0,4,6
8373,58.0,0.375,0.448,9.0,-14.06,1,0.0264,0.106,5.55e-05,0.141,0.564,88.371,2.85845,4,10
5951,41.0,0.67,0.493,6.0,-11.304,1,0.0751,0.285,,0.0495,0.928,93.867,150427.0,4,2
14423,32.0,0.309,0.805,2.0,-6.696,1,0.103,1.3e-05,0.766,0.334,0.593,142.409,92613.0,4,8
11639,23.0,0.658,0.944,5.0,-3.593,0,0.0305,0.0921,2.47e-05,0.0902,0.844,94.033,185147.0,4,9
6780,40.0,0.621,0.79,4.0,-4.464,1,0.0884,0.115,1.32e-05,0.321,0.947,172.102,138312.0,4,10
5322,32.0,0.248,0.461,6.0,-10.009,0,0.0404,0.0339,0.738,0.114,0.0372,127.615,383920.0,4,10
9161,43.0,0.344,0.816,4.0,-6.724,1,0.0755,0.0187,,0.234,0.418,200.166,2.93245,4,0
17052,73.0,0.653,0.677,,-12.244,1,0.0396,0.249,,0.403,0.888,114.37,216533.0,4,10
481,43.0,0.43,0.669,5.0,-3.398,1,0.0448,5.07e-05,0.0105,0.121,0.417,160.001,188120.0,4,10
7989,52.0,0.572,0.688,9.0,-4.96,1,0.0608,0.0474,,0.072,0.856,138.841,125320.0,4,6
17214,71.0,0.622,0.692,7.0,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,195467.0,4,10
13303,45.0,0.492,0.567,5.0,-6.159,1,0.0327,0.000114,0.536,0.358,0.245,111.01,323373.0,4,10
15330,46.0,0.726,0.817,11.0,-6.397,0,0.0334,0.399,0.178,0.0871,0.501,126.977,222976.0,4,9
7597,46.0,0.187,0.913,7.0,-8.185,1,0.0558,0.224,0.843,0.102,0.344,156.715,232980.0,4,8
4449,17.0,0.507,0.668,4.0,-3.942,0,0.0291,0.595,,0.108,0.371,77.999,274147.0,4,9
4957,51.0,0.855,0.871,1.0,-5.214,0,0.0317,0.0339,0.0103,0.358,0.925,112.002,261825.0,4,6
8154,58.0,0.657,0.658,7.0,-8.187,1,0.0258,0.0882,0.000131,0.136,0.827,116.817,291907.0,4,10
1798,53.0,0.488,0.164,11.0,-14.138,0,0.0402,0.974,0.256,0.105,0.317,128.455,205176.0,4,6
14125,34.0,0.328,0.966,4.0,-3.516,1,0.114,1.42e-05,0.0222,0.159,0.303,82.477,187447.0,4,10
922,37.0,0.208,0.433,5.0,-12.396,1,0.0498,0.991,0.94,0.172,0.278,82.92,124000.0,4,6
7629,40.0,0.513,0.956,5.0,-5.407,0,0.159,0.00381,,0.391,0.458,150.181,195147.0,4,10
659,46.0,0.8,0.627,7.0,-8.477,1,0.0585,0.101,,0.19,0.862,120.036,148250.0,4,10
6668,70.0,0.63,0.788,5.0,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059,241080.0,4,10
3301,37.0,0.343,0.701,10.0,-5.365,1,0.0297,0.00225,0.00516,0.115,0.416,91.601,232485.0,4,10
11461,17.0,0.536,0.427,4.0,-10.08,0,0.0316,0.0444,2.42e-06,0.111,0.434,118.029,323276.0,4,6
3381,39.0,0.722,0.462,1.0,-11.224,0,0.141,0.143,2.44e-06,0.528,0.743,158.074,224810.0,4,6
5293,15.0,0.462,0.791,9.0,-11.879,1,0.0937,0.257,0.0203,0.251,0.59,77.977,180880.0,4,2
12173,79.0,0.572,0.835,,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,241600.0,4,9
9144,64.0,0.632,0.586,,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,5.70288333,4,10
4617,25.0,0.168,0.917,7.0,-6.882,0,0.092,0.0,0.815,0.217,0.0388,126.099,384680.0,4,8
2560,28.0,0.625,0.922,,-8.92,1,0.0816,0.00624,0.00674,0.839,0.427,139.712,268013.0,4,10
3874,36.0,0.63,0.768,6.0,-5.667,1,0.0294,0.353,0.0814,0.108,0.519,119.978,212638.0,4,6
7216,36.0,0.712,0.908,6.0,-7.414,1,0.221,0.128,0.000167,0.383,0.408,98.946,288027.0,4,1
14954,36.0,0.374,0.951,10.0,-4.4,0,0.113,0.0189,0.0112,0.0933,0.48,132.835,180587.0,4,10
5715,42.0,0.367,0.811,9.0,-5.862,0,0.0912,1.29e-05,,0.287,0.259,117.065,163239.0,5,10
6993,59.0,0.452,0.805,6.0,-4.368,0,0.0299,0.00551,3.18e-06,0.221,0.708,114.431,246120.0,4,10
13640,46.0,0.56,0.132,9.0,-15.864,0,0.0641,0.993,0.924,0.112,0.23,88.071,3.9981,4,7
4874,41.0,0.247,0.774,6.0,-8.412,0,0.0399,0.00425,0.0146,0.0678,0.638,96.026,193155.0,4,10
12542,61.0,0.723,0.541,,-14.021,1,0.0303,0.028,0.00339,0.133,0.607,131.675,5.38161667,4,10
15169,42.0,0.603,0.895,1.0,-6.488,1,0.0326,0.0221,0.0047,0.0857,0.508,121.01,246560.0,3,10
10358,60.0,0.792,0.694,8.0,-8.496,0,0.33,0.0619,2.32e-05,0.25,0.804,177.094,309773.0,4,5
8196,46.0,0.659,0.34,4.0,-14.976,1,0.035,0.841,0.000598,0.222,0.694,81.64,3.393333333,4,4
4266,32.0,0.691,0.514,4.0,-15.287,0,0.0522,0.4,1.16e-06,0.368,0.837,95.515,267933.0,4,9
2144,50.0,0.588,0.976,1.0,-4.943,0,0.0615,0.0308,0.000317,0.0928,0.592,101.811,268040.0,4,6
5510,33.0,0.608,0.617,11.0,-8.017,1,0.0315,0.111,0.0102,0.159,0.595,88.027,267837.0,4,10
15353,60.0,0.82,0.615,,-4.548,1,0.0466,0.151,,0.204,0.768,129.874,3.23311667,4,0
2948,52.0,0.546,0.937,7.0,-4.247,1,0.0736,3.44e-05,0.00333,0.104,0.389,96.033,214987.0,4,10
6759,5.0,0.368,0.471,2.0,-10.843,1,0.059,0.992,0.831,0.133,0.579,66.252,3.431616667,4,3
7886,80.0,0.771,0.671,2.0,-5.617,1,0.0553,0.00929,,0.0637,0.714,85.026,171360.0,4,9
6014,70.0,0.56,0.595,9.0,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960.0,4,9
4197,37.0,0.557,0.321,,-13.467,0,0.0375,0.653,,0.0842,0.434,74.804,270054.0,4,9
13566,44.0,0.845,0.744,11.0,-4.238,1,0.0636,0.0653,0.00017,0.11,0.467,109.999,174545.0,4,9
10133,61.0,0.657,0.913,11.0,-4.984,1,0.0528,0.00392,0.00149,0.466,0.906,108.036,254620.0,4,10
2280,27.0,0.433,0.971,1.0,-5.083,0,0.111,2.15e-05,0.0256,0.372,0.146,114.922,215441.0,4,8
13526,43.0,0.528,0.929,4.0,-3.346,0,0.051,0.0102,0.00166,0.334,0.653,102.994,158465.0,4,10
17212,77.0,0.519,0.441,4.0,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973.0,4,6
2798,50.0,0.3,0.915,4.0,-5.691,1,0.049,0.00194,0.000332,0.147,0.51,147.116,233573.0,4,1
5674,55.0,0.448,0.661,6.0,-7.293,1,0.0311,0.000415,6.42e-05,0.0499,0.213,139.983,381201.0,4,8
965,24.0,0.412,0.379,9.0,-12.424,0,0.0603,0.327,0.000336,0.692,0.248,102.96,212815.0,4,2
1963,42.0,0.493,0.951,2.0,-5.138,1,0.0805,4.49e-05,,0.101,0.375,143.041,208160.0,4,10
151,69.0,0.369,0.424,7.0,-5.431,1,0.0318,0.64,,0.184,0.181,179.597,203991.0,4,9
11037,49.0,0.523,0.568,9.0,-12.584,1,0.0751,0.652,0.00534,0.1,0.813,135.448,259760.0,4,2
17659,60.0,0.582,0.636,9.0,-5.851,1,0.118,0.566,,0.106,0.272,114.603,154032.0,3,5
17396,82.0,0.829,0.512,6.0,-5.865,0,0.187,0.492,,0.12,0.638,80.511,2.06645,4,9
6949,15.0,0.758,0.715,7.0,-4.682,0,0.0864,0.074,,0.144,0.599,104.95,183719.0,4,5
1223,42.0,0.186,0.943,9.0,-2.154,1,0.0874,0.0068,0.0622,0.59,0.603,179.557,230840.0,4,8
252,56.0,0.247,0.913,7.0,-2.437,1,0.0388,0.0418,0.00839,0.257,0.34,91.157,382267.0,4,6
7336,36.0,0.311,0.879,,-5.078,1,0.0697,2.26e-05,0.0765,0.392,0.354,179.049,197680.0,4,8
113,40.0,0.645,0.329,2.0,-16.642,1,0.0419,0.239,0.892,0.375,0.184,128.099,3.545833333,4,0
1601,40.0,0.594,0.851,7.0,-3.47,1,0.0514,0.00881,8.26e-06,0.0749,0.898,83.522,180356.0,4,1
6514,95.0,0.439,0.61,9.0,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,215508.0,4,9
16095,2.0,0.486,0.636,7.0,-9.389,1,0.0986,0.7,0.000911,0.494,0.911,125.624,6.358666667,4,3
14674,1.0,0.372,0.943,11.0,-3.184,1,0.0482,8.95e-05,,0.299,0.597,105.231,245293.0,4,10
2419,62.0,0.359,0.518,2.0,-3.537,1,0.0302,0.665,,0.106,0.135,76.572,3.774883333,4,4
13011,27.0,0.426,0.538,10.0,-8.154,1,0.0367,0.00751,0.0031,0.0729,0.507,171.693,228507.0,4,6
15100,66.0,0.281,0.58,9.0,-5.967,1,0.0323,0.333,,0.122,0.282,151.568,4.232216667,3,4
15872,15.0,0.486,0.831,7.0,-8.575,1,0.0353,0.0312,6.51e-05,0.159,0.398,97.855,281933.0,4,10
460,22.0,0.294,0.923,4.0,-12.239,0,0.212,0.198,0.000128,0.992,0.208,135.384,184787.0,4,10
5299,32.0,0.734,0.743,1.0,-6.496,0,0.0377,0.102,7.58e-05,0.323,0.717,104.078,139625.0,4,9
4131,40.0,0.513,0.919,10.0,-3.987,1,0.299,0.182,0.00166,0.116,0.207,150.0,207750.0,4,10
11617,42.0,0.523,0.394,7.0,-9.403,1,0.0259,0.163,0.665,0.0554,0.22,99.961,266493.0,4,8
6596,45.0,0.402,0.198,1.0,-15.9,1,0.036,0.916,0.767,0.101,0.144,134.079,3.0878,3,7
5365,25.0,0.372,0.581,11.0,-10.344,1,0.0304,0.0106,0.899,0.0979,0.143,96.214,362067.0,4,10
11394,37.0,0.585,0.539,9.0,-10.052,0,0.0335,0.47,4.43e-05,0.319,0.709,95.085,6.80795,4,3
5409,42.0,0.628,0.926,11.0,-5.156,0,0.0603,0.386,0.0364,0.383,0.803,111.171,170093.0,4,10
17074,43.0,0.471,0.398,9.0,-8.337,0,0.0447,0.875,2.29e-05,0.0987,0.301,133.085,181333.0,4,9
6791,43.0,0.493,0.338,9.0,-10.068,1,0.18,0.425,0.000275,0.0823,0.332,72.619,5.31755,4,0
3461,32.0,0.692,0.791,9.0,-4.895,1,0.0494,0.155,1.46e-06,0.239,0.41,118.14,273427.0,4,2
9245,22.0,0.461,0.862,2.0,-6.821,1,0.0309,2.28e-05,0.00202,0.172,0.555,140.012,273509.0,4,6
3480,60.0,0.442,0.759,10.0,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,205560.0,4,8
6845,49.0,0.513,0.807,1.0,-5.498,1,0.0308,0.0549,2.27e-05,0.0948,0.765,173.367,220311.0,4,10
17661,39.0,0.287,0.692,8.0,-6.157,1,0.0495,0.0374,0.244,0.107,0.713,68.708,235815.0,4,2
919,60.0,0.771,0.283,2.0,-16.326,1,0.0444,0.198,,0.0888,0.906,77.756,3.379783333,4,4
916,48.0,0.356,0.0145,2.0,-31.366,1,0.0526,0.991,0.922,0.0945,0.196,78.685,2.533333333,3,7
12892,55.0,0.238,0.946,10.0,-4.054,0,0.126,0.000147,0.000706,0.166,0.276,158.757,205831.0,4,10
829,10.0,0.496,0.984,11.0,-3.899,0,0.136,3.41e-05,0.000335,0.368,0.247,107.48,252840.0,4,8
7490,49.0,0.377,0.45,5.0,-10.028,1,0.0446,0.00839,0.000221,0.0905,0.107,157.719,270002.0,4,10
9992,50.0,0.811,0.756,6.0,-8.497,1,0.214,0.0321,0.0038,0.118,0.65,124.998,117366.0,4,5
17888,44.0,0.371,0.127,,-15.525,1,0.0322,0.938,0.868,0.119,0.0991,67.972,3.116866667,3,7
6270,36.0,0.531,0.826,9.0,-5.13,1,0.0391,0.00386,2.1e-05,0.48,0.455,90.035,201847.0,4,6
14906,27.0,0.382,0.88,9.0,-8.305,0,0.0662,0.000127,9.83e-05,0.691,0.351,120.002,216931.0,4,1
12750,46.0,0.476,0.104,9.0,-19.165,0,0.0348,0.899,0.0625,0.0801,0.238,84.93,4.28975,4,7
14629,25.0,0.484,0.863,10.0,-7.548,1,0.0465,0.00198,0.582,0.0667,0.623,133.052,186500.0,4,6
5958,62.0,0.625,0.591,7.0,-9.127,0,0.0265,0.0138,0.0399,0.0893,0.863,126.597,213693.0,4,10
17958,83.0,0.502,0.89,4.0,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,292880.0,4,8
15484,55.0,0.625,0.358,5.0,-8.545,0,0.0279,0.309,0.0171,0.11,0.238,84.609,222929.0,4,9
12362,43.0,0.151,0.019,2.0,-26.726,1,0.0371,0.983,0.94,0.0882,0.0866,75.676,3.814883333,3,7
7453,52.0,0.635,0.454,,-9.457,0,0.0393,0.417,4.02e-05,0.0816,0.531,79.097,280080.0,4,2
6375,42.0,0.282,0.963,11.0,-5.558,1,0.0584,0.000651,0.566,0.338,0.643,96.155,266124.0,4,8
322,80.0,0.697,0.832,9.0,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093.0,4,10
14136,38.0,0.653,0.598,9.0,-7.498,1,0.0309,0.673,4.7e-06,0.135,0.714,95.979,227627.0,4,10
17582,45.0,0.536,0.552,,-8.267,1,0.0365,0.296,5.16e-05,0.104,0.182,112.016,197232.0,4,9
1369,41.0,0.4,0.285,5.0,-12.209,0,0.0625,0.969,0.862,0.109,0.105,79.115,5.96645,4,7
10001,41.0,0.743,0.847,,-6.853,1,0.265,0.227,7.49e-06,0.356,0.499,94.941,143000.0,4,5
5453,42.0,0.278,0.962,8.0,-5.284,0,0.112,0.00229,1.07e-05,0.32,0.322,169.921,201547.0,4,1
16820,13.0,0.404,0.472,,-12.144,1,0.0517,0.963,0.262,0.851,0.8,100.833,3.206216667,4,3
5746,37.0,0.87,0.41,8.0,-8.804,1,0.182,0.243,2.92e-05,0.127,0.576,83.974,171202.0,4,6
3646,1.0,0.595,0.543,7.0,-5.614,1,0.0232,0.164,0.0324,0.13,0.605,96.043,3.457116667,4,0
3838,42.0,0.527,0.606,5.0,-6.799,1,0.0305,0.0134,0.00029,0.418,0.267,105.509,279107.0,4,2
14477,33.0,0.478,0.667,1.0,-8.702,1,0.0953,0.0756,0.00172,0.406,0.891,171.38,109633.0,4,6
6750,69.0,0.795,0.564,7.0,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,3.39821667,4,0
6001,22.0,0.679,0.621,,-6.17,1,0.033,0.0126,,0.104,0.306,120.028,183605.0,4,6
17365,28.0,0.663,0.479,9.0,-13.153,0,0.0294,0.0643,,0.0409,0.969,130.017,233827.0,4,9
11017,31.0,0.458,0.937,6.0,-6.143,1,0.0726,0.0481,2.28e-05,0.157,0.276,160.211,265973.0,4,10
4463,15.0,0.62,0.573,8.0,-10.286,1,0.0423,0.939,0.24,0.102,0.872,86.059,3.156666667,4,3
15544,64.0,0.886,0.371,5.0,-10.542,1,0.0465,0.349,0.00138,0.0985,0.928,115.026,219261.0,4,6
3746,54.0,0.617,0.335,9.0,-15.914,0,0.0301,0.366,,0.115,0.655,113.226,412040.0,4,10
16434,47.0,0.324,0.977,4.0,-4.963,0,0.0913,3.24e-05,0.0101,0.0888,0.438,198.97,449787.0,4,8
2967,29.0,0.501,0.652,1.0,-10.403,1,0.0319,0.0262,0.346,0.173,0.476,142.013,523467.0,4,8
4782,45.0,0.444,0.909,1.0,-6.766,1,0.258,0.000323,0.0559,0.152,0.594,169.765,171427.0,4,10
13301,50.0,0.63,0.557,1.0,-6.164,1,0.131,0.311,,0.155,0.603,103.68,242129.0,4,9
17533,27.0,0.372,0.767,7.0,-8.692,1,0.12,0.00207,0.000432,0.982,0.417,119.249,410960.0,4,2
9663,55.0,0.408,0.967,9.0,-3.133,1,0.361,0.0104,,0.0354,0.277,99.788,217619.0,4,10
3123,60.0,0.559,0.845,11.0,-4.236,0,0.0362,0.00757,3.66e-05,0.115,0.262,91.98,185960.0,4,1
16572,46.0,0.531,0.831,7.0,-6.179,1,0.0412,0.0886,0.00266,0.106,0.667,157.266,216960.0,4,6
16832,,0.679,0.689,,-7.208,1,0.0586,0.0208,0.1,0.243,0.431,115.067,198693.0,4,9
6495,86.0,0.887,0.485,11.0,-9.358,0,0.2,0.0392,,0.141,0.328,125.987,215693.0,4,9
13030,34.0,0.465,0.979,7.0,-7.443,1,0.0575,1.08e-05,2.22e-06,0.0917,0.433,137.029,274547.0,4,8
8954,54.0,0.367,0.903,4.0,-5.956,0,0.175,0.0477,0.00124,0.235,0.239,106.329,281781.0,3,8
9626,52.0,0.62,0.438,7.0,-6.176,1,0.0302,0.766,,0.366,0.255,111.803,216830.0,4,9
14433,62.0,0.785,0.65,11.0,-6.308,1,0.0343,0.182,0.000108,0.234,0.844,99.984,153810.0,4,9
11020,11.0,0.284,0.157,4.0,-11.954,0,0.0401,0.838,7.22e-06,0.0865,0.139,73.575,255600.0,5,10
5102,44.0,0.264,0.123,8.0,-21.152,1,0.0324,0.96,0.91,0.124,0.153,127.219,2.754916667,4,7
15685,53.0,0.739,0.647,10.0,-8.643,0,0.069,0.0852,,0.237,0.19,119.991,223672.0,4,10
14268,41.0,0.599,0.535,9.0,-10.522,1,0.0339,0.867,1.44e-06,0.741,0.835,117.59,3.17955,4,4
14379,40.0,0.409,0.73,9.0,-11.394,0,0.0937,7.06e-05,4.88e-05,0.33,0.717,105.827,202160.0,1,8
8065,12.0,0.474,0.683,2.0,-7.219,0,0.092,0.528,,0.197,0.834,118.71,135400.0,4,2
15655,37.0,0.716,0.696,4.0,-5.289,1,0.0262,0.0738,0.125,0.08,0.55,110.019,156614.0,4,6
6950,,0.631,0.773,,-9.543,1,0.128,0.364,0.0696,0.152,0.877,134.438,219667.0,4,2
13172,57.0,0.54,0.294,10.0,-12.181,1,0.0323,0.775,,0.708,0.204,119.134,290267.0,4,10
2789,58.0,0.573,0.815,11.0,-7.581,0,0.582,0.109,,0.101,0.573,91.813,188418.0,4,5
7798,54.0,0.465,0.427,,-9.882,1,0.0276,0.793,0.00144,0.0909,0.214,146.09,305041.0,3,1
2946,60.0,0.592,0.813,9.0,-7.154,1,0.0465,0.0014,0.000966,0.336,0.384,114.038,224773.0,4,10
2022,53.0,0.191,0.829,9.0,-3.381,0,0.0447,2.72e-05,2.11e-05,0.362,0.191,116.007,276667.0,5,10
4739,26.0,0.508,0.479,7.0,-14.201,1,0.0685,0.625,7.03e-05,0.356,0.825,143.253,121800.0,4,10
1049,65.0,0.585,0.511,1.0,-9.37,1,0.0391,0.647,0.007,0.0392,0.552,105.898,2.991516667,4,4
4206,63.0,0.561,0.716,8.0,-3.341,1,0.0291,0.0353,,0.122,0.667,152.089,3.098666667,4,4
17237,39.0,0.579,0.636,2.0,-8.574,0,0.0276,0.0821,0.922,0.446,0.898,132.652,280853.0,4,10
4343,38.0,0.67,0.967,,-3.313,0,0.0495,0.172,,0.319,0.87,132.023,210600.0,4,9
1901,38.0,0.563,0.593,,-6.166,1,0.414,0.158,1.36e-05,0.291,0.591,147.442,293159.0,4,5
12796,30.0,0.579,0.934,6.0,-4.324,1,0.0673,0.000469,,0.234,0.638,93.978,179160.0,4,8
12880,35.0,0.449,0.253,11.0,-9.819,0,0.0416,0.92,6.53e-05,0.0929,0.502,140.756,290373.0,4,9
6097,38.0,0.595,0.91,4.0,-4.138,1,0.0535,0.000317,0.0331,0.583,0.635,109.041,220144.0,3,10
1710,16.0,0.687,0.199,8.0,-13.854,1,0.0402,0.839,0.00796,0.117,0.153,112.417,194000.0,3,6
6478,32.0,0.507,0.336,6.0,-9.976,0,0.0311,0.811,0.000116,0.0791,0.129,123.985,212000.0,4,9
3777,43.0,0.537,0.823,9.0,-5.874,1,0.0322,0.00784,2.19e-06,0.122,0.759,132.241,151827.0,4,10
10100,18.0,0.124,0.0359,,-21.203,0,0.0632,0.877,0.902,0.125,0.0223,70.922,654123.0,4,6
2535,66.0,0.566,0.765,2.0,-6.337,1,0.0439,0.0248,,0.0783,0.604,156.036,3.274,4,4
1978,52.0,0.8,0.597,9.0,-9.082,1,0.203,0.0299,,0.177,0.449,95.072,132300.0,4,5
9239,66.0,0.478,0.974,7.0,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307.0,4,1
123,42.0,0.565,0.754,8.0,-11.636,0,0.0344,0.678,0.0442,0.0756,0.922,135.01,6.05555,3,3
12897,38.0,0.552,0.809,7.0,-5.013,1,0.045,0.135,,0.106,0.495,126.019,172881.0,4,6
12705,57.0,0.195,0.991,11.0,-3.615,1,0.209,1.4e-05,0.0181,0.33,0.0853,96.541,270050.0,4,8
1042,36.0,0.544,0.507,7.0,-6.285,1,0.0385,0.00456,2.02e-05,0.258,0.407,154.718,285246.0,3,10
8273,41.0,0.829,0.718,1.0,-5.888,1,0.0518,0.00238,0.012,0.0746,0.538,118.048,286236.0,4,9
3705,53.0,0.877,0.54,1.0,-7.398,1,0.391,0.0503,,0.0883,0.544,158.07,185133.0,4,5
14081,11.0,0.847,0.545,,-7.405,1,0.0699,0.00143,0.878,0.104,0.226,139.999,261930.0,4,5
2053,42.0,0.515,0.447,,-10.533,1,0.0394,0.291,0.00012,0.0923,0.184,76.575,264947.0,4,1
2313,31.0,0.19,0.971,9.0,-5.581,1,0.224,0.000152,0.845,0.0548,0.115,96.523,228587.0,4,8
17203,57.0,0.591,0.947,,-3.259,1,0.0838,0.065,,0.23,0.542,177.064,164485.0,4,6
6885,31.0,0.407,0.311,9.0,-14.493,1,0.0347,0.277,0.577,0.335,0.312,172.017,364115.0,4,6
17077,26.0,0.871,0.454,9.0,-9.532,0,0.11,0.144,,0.0916,0.393,97.012,157557.0,4,5
14061,55.0,0.7,0.533,11.0,-8.48,0,0.502,0.331,,0.147,0.281,81.743,189933.0,4,5
11224,66.0,0.625,0.319,6.0,-12.119,0,0.0805,0.79,0.104,0.0921,0.438,127.799,236027.0,4,2
8385,26.0,0.407,0.911,11.0,-3.355,1,0.0378,0.00287,,0.482,0.497,147.089,252587.0,4,10
3526,38.0,0.812,0.725,8.0,-8.947,1,0.0579,0.0277,0.574,0.0826,0.617,115.038,172489.0,4,1
